Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster
836,54,Male,Pants,Footwear,98.26,California,XL,Blue,Fall,1.2,Yes,Standard,No,Yes,6,Credit Card,Monthly,1
837,54,Male,Blouse,Accessories,397.38,New York,S,White,Winter,3.7,No,Free,No,No,42,Debit Card,Quarterly,4
838,27,Female,Dress,Clothing,372.53,New York,S,White,Fall,3.1,Yes,Free,No,Yes,3,Cash,Quarterly,8
839,27,Female,Blouse,Footwear,204.49,California,XL,White,Spring,3.7,Yes,Standard,Yes,Yes,36,PayPal,Quarterly,2
840,36,Male,Boots,Footwear,32.09,California,S,Green,Fall,3.4,Yes,Express,Yes,No,37,Credit Card,Quarterly,2
841,34,Female,Dress,Footwear,422.72,Illinois,M,Red,Spring,2.7,Yes,Next Day Air,No,No,31,Cash,Annually,4
842,38,Male,Sandals,Accessories,25.48,California,L,Black,Summer,1.8,No,Next Day Air,No,No,10,Cash,Weekly,2
843,31,Male,Dress,Accessories,357.78,Florida,XL,White,Fall,2.2,No,Standard,No,No,0,Cash,Quarterly,8
844,26,Female,Blouse,Outerwear,485.72,Texas,M,Blue,Summer,3.1,No,Next Day Air,Yes,Yes,24,Credit Card,Annually,4
845,63,Male,Sneakers,Clothing,230.08,California,XL,White,Summer,3.6,Yes,Standard,No,Yes,41,PayPal,Annually,4
846,18,Female,Dress,Outerwear,132.79,California,XL,Red,Fall,4.1,No,Standard,No,No,23,Cash,Annually,2
847,68,Male,Sandals,Footwear,358.34,Florida,S,Red,Spring,4.1,Yes,Standard,Yes,Yes,42,Credit Card,Bi-Weekly,4
848,62,Female,Sandals,Accessories,412.22,New York,S,Black,Summer,4.9,No,Standard,Yes,No,16,Debit Card,Bi-Weekly,4
849,30,Female,Sandals,Accessories,282.29,New York,M,Green,Summer,2.1,Yes,Express,Yes,No,7,Credit Card,Annually,8
850,21,Female,Blouse,Outerwear,257.71000000000004,Illinois,XL,Black,Fall,1.3,No,Free,No,No,44,Credit Card,Quarterly,2
851,18,Male,Dress,Accessories,44.8,Florida,S,White,Fall,2.4,No,Free,Yes,No,26,Credit Card,Weekly,2
852,66,Male,Shirt,Footwear,262.3,Texas,S,Blue,Fall,4.0,No,Express,Yes,Yes,17,Cash,Monthly,6
853,57,Female,Sneakers,Accessories,364.86,Texas,XL,Black,Fall,2.8,Yes,Next Day Air,No,Yes,26,Credit Card,Bi-Weekly,4
854,49,Female,Pants,Outerwear,434.07,Florida,M,Green,Fall,4.3,Yes,Next Day Air,Yes,No,21,Debit Card,Quarterly,4
855,51,Male,Dress,Footwear,106.04,Texas,M,Black,Winter,3.2,Yes,Free,No,No,15,Cash,Quarterly,6
856,45,Male,Sandals,Outerwear,404.0,New York,XL,Red,Fall,4.7,No,Next Day Air,No,Yes,1,Debit Card,Monthly,7
857,48,Male,Shirt,Accessories,285.3,Texas,M,White,Spring,4.8,Yes,Free,Yes,Yes,4,Venmo,Monthly,6
858,25,Female,Pants,Outerwear,210.35,Texas,S,White,Summer,1.3,Yes,Free,No,Yes,17,Credit Card,Quarterly,2
859,56,Male,Pants,Outerwear,83.22,Florida,XL,White,Spring,2.8,Yes,Express,Yes,No,2,Cash,Monthly,6
860,43,Male,Boots,Clothing,435.34,Florida,S,White,Spring,3.4,Yes,Next Day Air,Yes,Yes,26,Cash,Quarterly,4
861,51,Female,Dress,Accessories,95.49,Texas,L,White,Winter,2.0,Yes,Express,Yes,No,16,Credit Card,Monthly,6
862,20,Male,Blouse,Accessories,168.7,California,L,White,Fall,2.6,Yes,Free,No,No,15,PayPal,Monthly,2
863,67,Male,Dress,Outerwear,159.22,Florida,M,Blue,Summer,3.7,No,Free,Yes,Yes,5,PayPal,Quarterly,6
864,29,Male,Shirt,Clothing,438.28,Illinois,L,Green,Spring,1.9,No,Free,No,No,6,Debit Card,Annually,8
865,18,Female,Pants,Accessories,342.9,Illinois,S,White,Fall,3.4,Yes,Standard,No,Yes,49,Credit Card,Quarterly,2
866,61,Female,Dress,Footwear,402.41,New York,L,Green,Fall,3.8,No,Standard,No,No,13,Credit Card,Weekly,8
867,22,Female,Blouse,Outerwear,140.22,Texas,S,White,Winter,1.4,No,Standard,Yes,No,37,Venmo,Monthly,2
868,47,Female,Boots,Accessories,319.94,California,M,Black,Winter,3.0,Yes,Express,No,No,39,PayPal,Bi-Weekly,4
869,47,Female,Dress,Footwear,294.44,New York,M,White,Winter,2.1,Yes,Free,No,No,14,PayPal,Monthly,8
870,34,Female,Sneakers,Accessories,419.76,Texas,S,Red,Summer,3.9,No,Next Day Air,Yes,No,46,Credit Card,Weekly,4
871,65,Female,Boots,Footwear,454.92,Florida,L,Blue,Spring,1.8,Yes,Express,Yes,No,46,Debit Card,Bi-Weekly,0
872,64,Male,Blouse,Outerwear,25.84,Illinois,M,Black,Winter,4.6,No,Express,No,Yes,47,Credit Card,Bi-Weekly,6
873,40,Male,Shirt,Accessories,343.53,California,XL,Black,Winter,2.7,No,Express,No,Yes,32,Debit Card,Quarterly,4
874,32,Female,Pants,Accessories,44.88,Illinois,M,Red,Winter,1.8,No,Next Day Air,Yes,No,42,PayPal,Annually,2
875,54,Male,Dress,Clothing,283.45,Florida,L,White,Spring,3.0,Yes,Free,No,Yes,26,Venmo,Quarterly,4
876,38,Male,Blouse,Outerwear,158.06,Texas,XL,Blue,Spring,2.6,No,Standard,No,No,28,Cash,Bi-Weekly,2
877,31,Female,Boots,Footwear,167.25,Florida,L,Black,Winter,2.7,Yes,Free,No,Yes,36,PayPal,Bi-Weekly,2
878,19,Male,Sneakers,Accessories,189.42,Florida,S,Blue,Winter,3.3,Yes,Free,No,Yes,4,Debit Card,Annually,2
879,28,Male,Blouse,Accessories,318.22,Illinois,XL,Black,Fall,3.1,Yes,Express,Yes,No,28,Credit Card,Monthly,2
880,68,Male,Jacket,Footwear,180.34,California,L,White,Winter,1.6,Yes,Express,No,Yes,31,PayPal,Annually,0
881,56,Male,Sandals,Outerwear,371.7,Florida,XL,Black,Summer,1.3,Yes,Express,Yes,No,5,Venmo,Quarterly,8
882,55,Male,Sneakers,Clothing,214.17,Illinois,L,Black,Summer,3.9,No,Standard,No,Yes,1,Debit Card,Monthly,6
883,51,Female,Boots,Clothing,52.81,California,XL,Green,Winter,3.2,Yes,Standard,Yes,No,5,Credit Card,Quarterly,6
884,55,Female,Shirt,Accessories,396.2,Texas,L,White,Spring,2.4,Yes,Standard,No,Yes,45,Cash,Annually,4
885,67,Female,Pants,Footwear,157.16,Texas,S,Red,Fall,4.2,Yes,Free,Yes,No,42,Debit Card,Monthly,4
886,51,Male,Boots,Accessories,227.73,New York,XL,Red,Spring,2.6,Yes,Express,No,Yes,3,Credit Card,Annually,8
887,35,Female,Sandals,Footwear,349.01,Illinois,XL,White,Winter,4.2,Yes,Next Day Air,Yes,No,28,Cash,Weekly,4
888,47,Male,Shirt,Clothing,179.58,California,XL,Red,Summer,2.2,No,Free,No,Yes,24,Credit Card,Bi-Weekly,2
889,32,Male,Dress,Outerwear,47.16,Florida,XL,White,Fall,3.0,Yes,Standard,No,No,8,Cash,Monthly,2
890,44,Male,Blouse,Footwear,199.48,Texas,S,Red,Spring,3.0,Yes,Next Day Air,Yes,Yes,2,Cash,Bi-Weekly,6
891,68,Male,Jacket,Clothing,473.34,California,XL,Green,Spring,2.6,No,Next Day Air,Yes,No,25,Cash,Weekly,8
892,51,Female,Sneakers,Accessories,328.03,Illinois,M,Red,Winter,4.2,Yes,Express,Yes,Yes,47,Credit Card,Monthly,4
893,69,Female,Sneakers,Footwear,342.31,New York,S,Black,Fall,2.1,No,Next Day Air,Yes,No,42,Cash,Bi-Weekly,0
894,55,Male,Blouse,Outerwear,323.5,Texas,M,White,Summer,3.6,No,Standard,Yes,No,26,Debit Card,Bi-Weekly,4
895,50,Female,Jacket,Accessories,115.52,California,XL,Blue,Winter,4.5,No,Express,No,No,35,Venmo,Monthly,6
896,41,Male,Blouse,Accessories,220.8,California,L,Blue,Fall,1.2,No,Next Day Air,Yes,No,31,Venmo,Bi-Weekly,2
897,32,Female,Dress,Clothing,380.45,California,M,White,Spring,4.3,Yes,Express,Yes,Yes,0,Cash,Bi-Weekly,7
898,47,Female,Sandals,Footwear,68.66,Illinois,XL,Green,Winter,3.3,Yes,Next Day Air,No,Yes,15,Venmo,Monthly,6
899,59,Male,Shirt,Accessories,153.37,Illinois,M,Red,Spring,3.4,No,Free,Yes,Yes,47,Venmo,Bi-Weekly,4
900,68,Female,Boots,Outerwear,152.63,Illinois,XL,Green,Spring,3.1,No,Free,Yes,No,10,Cash,Bi-Weekly,6
901,34,Male,Sneakers,Footwear,257.71000000000004,Florida,XL,Blue,Winter,4.5,Yes,Standard,Yes,No,25,Cash,Quarterly,2
902,22,Female,Dress,Outerwear,490.58,California,XL,White,Winter,1.2,No,Free,No,No,39,Debit Card,Quarterly,3
903,46,Male,Shirt,Accessories,52.4,Texas,L,White,Winter,2.0,No,Free,Yes,No,0,PayPal,Weekly,6
904,21,Male,Dress,Outerwear,268.98,Illinois,M,Green,Winter,4.5,No,Free,No,No,25,Credit Card,Quarterly,2
905,27,Female,Jacket,Clothing,106.1,Illinois,S,Green,Winter,4.0,Yes,Next Day Air,No,Yes,27,Cash,Quarterly,2
906,34,Female,Sneakers,Outerwear,485.92,California,S,Red,Spring,1.1,No,Next Day Air,Yes,Yes,8,Cash,Weekly,8
907,27,Male,Boots,Footwear,74.39,Illinois,S,Black,Summer,3.1,Yes,Express,No,Yes,43,Venmo,Bi-Weekly,2
908,34,Female,Blouse,Outerwear,213.73,Florida,S,Black,Summer,3.1,Yes,Next Day Air,Yes,No,21,Debit Card,Bi-Weekly,2
909,37,Female,Blouse,Outerwear,374.18,Florida,XL,Red,Winter,2.6,Yes,Free,Yes,No,7,Venmo,Quarterly,8
910,41,Male,Shirt,Clothing,358.19,Illinois,M,Black,Spring,2.2,No,Next Day Air,Yes,No,48,Cash,Weekly,4
911,22,Male,Boots,Outerwear,222.91,California,M,Blue,Summer,3.7,No,Standard,Yes,No,41,Cash,Bi-Weekly,2
912,51,Female,Sandals,Outerwear,186.33,California,L,Black,Summer,1.8,Yes,Express,Yes,No,26,Venmo,Annually,8
913,23,Male,Pants,Accessories,210.85,California,M,Red,Summer,4.2,Yes,Express,No,No,38,Cash,Monthly,2
914,19,Male,Jacket,Accessories,146.85,New York,M,Black,Spring,4.2,Yes,Next Day Air,No,No,18,PayPal,Monthly,2
915,30,Male,Shirt,Footwear,118.56,Illinois,M,White,Winter,2.7,No,Free,No,Yes,24,Credit Card,Monthly,2
916,60,Female,Pants,Accessories,251.86,California,L,Green,Winter,2.1,No,Express,No,Yes,37,Credit Card,Quarterly,0
917,60,Female,Dress,Accessories,148.9,Florida,S,Blue,Winter,2.1,Yes,Standard,Yes,No,20,Credit Card,Monthly,6
918,65,Male,Jacket,Accessories,157.98,Texas,M,White,Fall,2.9,Yes,Standard,Yes,No,23,PayPal,Monthly,6
919,28,Female,Dress,Accessories,335.24,Texas,L,White,Fall,3.9,No,Express,No,No,23,Cash,Annually,2
920,68,Male,Sandals,Clothing,484.9,California,L,Red,Fall,2.4,Yes,Free,Yes,Yes,18,Venmo,Bi-Weekly,8
921,64,Female,Boots,Accessories,309.75,Texas,XL,Green,Spring,3.0,No,Free,No,Yes,49,Debit Card,Annually,4
922,40,Male,Sneakers,Clothing,56.95,Texas,L,Green,Summer,2.5,No,Next Day Air,No,No,46,Cash,Quarterly,2
923,33,Male,Jacket,Clothing,56.28,New York,S,Blue,Summer,2.2,Yes,Next Day Air,No,Yes,1,PayPal,Monthly,2
924,48,Female,Pants,Accessories,476.68,Florida,M,Red,Spring,1.1,Yes,Express,No,Yes,13,PayPal,Bi-Weekly,8
925,28,Male,Sandals,Outerwear,162.7,Florida,L,Blue,Spring,1.0,No,Next Day Air,Yes,Yes,31,Credit Card,Monthly,2
926,33,Female,Sneakers,Clothing,64.19,New York,S,Black,Winter,1.9,No,Next Day Air,Yes,No,41,Cash,Monthly,2
927,25,Female,Blouse,Outerwear,307.54,New York,L,White,Winter,2.6,No,Next Day Air,No,Yes,31,Credit Card,Quarterly,2
928,21,Male,Pants,Outerwear,319.35,Texas,L,Blue,Fall,4.4,No,Standard,No,Yes,27,Debit Card,Monthly,2
929,57,Male,Shirt,Accessories,331.28,Illinois,L,White,Fall,4.2,No,Next Day Air,No,No,47,Credit Card,Weekly,4
930,21,Female,Blouse,Footwear,148.35,Texas,L,Red,Spring,2.1,Yes,Express,No,No,38,Debit Card,Bi-Weekly,2
931,42,Male,Sandals,Accessories,27.25,New York,L,Black,Fall,2.0,No,Free,No,Yes,39,PayPal,Bi-Weekly,2
932,20,Male,Blouse,Footwear,483.21,Florida,S,Red,Summer,1.9,No,Next Day Air,Yes,No,41,Credit Card,Weekly,2
933,49,Male,Shirt,Footwear,140.43,Texas,M,Black,Spring,2.4,No,Free,No,Yes,46,Credit Card,Quarterly,2
934,20,Male,Jacket,Accessories,344.49,Illinois,M,Black,Spring,3.0,Yes,Next Day Air,No,Yes,39,Venmo,Monthly,2
935,44,Male,Blouse,Accessories,359.18,Texas,M,White,Summer,2.8,Yes,Express,Yes,No,12,PayPal,Monthly,8
936,46,Female,Boots,Footwear,312.8,California,M,Red,Winter,1.9,No,Standard,Yes,No,11,Venmo,Bi-Weekly,8
937,49,Female,Pants,Accessories,170.2,Texas,S,Red,Winter,1.5,No,Express,Yes,Yes,7,Debit Card,Quarterly,8
938,67,Male,Sneakers,Footwear,150.13,New York,XL,Blue,Summer,1.1,Yes,Standard,Yes,No,14,Debit Card,Quarterly,8
939,68,Male,Blouse,Outerwear,306.88,Florida,XL,Red,Summer,1.6,Yes,Next Day Air,Yes,No,25,PayPal,Quarterly,8
940,36,Male,Pants,Accessories,435.73,Florida,S,Blue,Fall,3.8,Yes,Next Day Air,Yes,Yes,11,Debit Card,Monthly,8
941,38,Female,Dress,Outerwear,257.71000000000004,New York,S,Green,Spring,2.0,Yes,Standard,Yes,Yes,42,PayPal,Quarterly,2
942,22,Male,Pants,Clothing,70.83,California,L,Green,Fall,2.9,No,Express,Yes,Yes,45,Debit Card,Weekly,2
943,35,Female,Sneakers,Outerwear,94.32,New York,L,Green,Summer,3.4,Yes,Express,Yes,Yes,26,Cash,Annually,2
944,45,Female,Pants,Outerwear,473.47,Texas,L,Red,Fall,4.5,No,Standard,No,Yes,17,Credit Card,Quarterly,4
945,59,Female,Shirt,Footwear,373.54,New York,M,Red,Summer,4.6,No,Next Day Air,Yes,Yes,44,Cash,Annually,4
946,39,Male,Sandals,Outerwear,443.84,New York,L,Blue,Fall,4.0,Yes,Standard,No,No,35,PayPal,Monthly,4
947,38,Female,Sneakers,Accessories,117.26,California,XL,Black,Fall,1.1,Yes,Next Day Air,No,No,48,PayPal,Quarterly,2
948,23,Male,Sandals,Footwear,302.04,Texas,M,Blue,Winter,3.3,Yes,Standard,No,Yes,26,Cash,Bi-Weekly,2
949,18,Female,Jacket,Clothing,356.55,Illinois,L,Green,Summer,4.1,Yes,Next Day Air,No,No,8,Credit Card,Monthly,2
950,22,Male,Sandals,Accessories,346.45,Illinois,M,Blue,Fall,1.1,No,Standard,No,No,38,Credit Card,Weekly,2
951,58,Female,Dress,Clothing,215.91,Florida,XL,Black,Spring,3.2,No,Free,No,Yes,0,Venmo,Weekly,6
952,29,Male,Shirt,Outerwear,27.39,New York,L,Red,Fall,4.4,No,Next Day Air,No,No,6,Debit Card,Annually,2
953,43,Female,Jacket,Accessories,299.8,Florida,XL,Blue,Fall,2.9,Yes,Express,No,No,25,Venmo,Annually,4
954,63,Male,Pants,Accessories,141.49,California,XL,Green,Spring,1.0,No,Standard,Yes,Yes,6,Credit Card,Bi-Weekly,8
955,51,Male,Sneakers,Clothing,236.12,Illinois,XL,Green,Summer,1.0,Yes,Express,No,No,6,Cash,Bi-Weekly,8
956,66,Male,Dress,Accessories,479.64,New York,L,Red,Winter,2.7,No,Standard,No,No,7,Debit Card,Weekly,8
957,31,Male,Shirt,Accessories,211.54,California,S,Blue,Winter,1.6,Yes,Express,No,Yes,15,Cash,Quarterly,2
958,43,Female,Jacket,Accessories,423.1,California,L,Black,Winter,3.7,No,Express,No,No,2,Venmo,Weekly,8
959,62,Female,Jacket,Outerwear,257.71000000000004,New York,XL,Red,Spring,3.8,No,Standard,Yes,No,44,PayPal,Weekly,4
960,44,Male,Dress,Clothing,342.78,California,L,Blue,Fall,1.7,Yes,Standard,No,No,9,Cash,Bi-Weekly,8
961,26,Female,Boots,Accessories,488.96,New York,XL,White,Summer,4.6,No,Express,Yes,Yes,49,Venmo,Annually,4
962,43,Male,Pants,Footwear,68.91,New York,S,Green,Fall,2.8,No,Express,Yes,Yes,6,Venmo,Bi-Weekly,6
963,64,Male,Dress,Footwear,23.99,Texas,M,Black,Winter,1.6,Yes,Express,No,No,20,Venmo,Bi-Weekly,6
964,39,Female,Jacket,Footwear,228.12,Florida,S,Black,Fall,4.1,Yes,Next Day Air,No,No,36,PayPal,Bi-Weekly,4
965,64,Male,Blouse,Footwear,64.46,California,S,Black,Spring,4.2,Yes,Next Day Air,Yes,Yes,30,PayPal,Weekly,6
966,47,Male,Shirt,Outerwear,379.22,California,M,Green,Spring,3.6,Yes,Free,No,Yes,22,PayPal,Quarterly,4
967,60,Female,Dress,Accessories,458.98,Texas,L,Blue,Summer,4.4,Yes,Next Day Air,No,No,26,Debit Card,Weekly,4
968,65,Male,Boots,Clothing,228.33,Texas,M,Red,Summer,3.9,No,Next Day Air,Yes,Yes,21,PayPal,Monthly,6
969,34,Male,Jacket,Accessories,144.18,Texas,L,Blue,Winter,4.5,Yes,Standard,Yes,No,38,PayPal,Bi-Weekly,2
970,43,Male,Pants,Outerwear,228.51,Illinois,L,Red,Summer,2.7,No,Free,No,No,26,PayPal,Bi-Weekly,2
971,53,Male,Sandals,Footwear,367.25,Illinois,XL,Black,Fall,4.0,No,Free,No,Yes,48,Cash,Monthly,4
972,18,Female,Jacket,Outerwear,24.35,Illinois,XL,Blue,Spring,5.0,Yes,Next Day Air,No,Yes,3,PayPal,Bi-Weekly,2
973,25,Female,Pants,Accessories,302.94,New York,M,Black,Spring,3.9,No,Standard,Yes,No,23,Debit Card,Bi-Weekly,2
974,66,Female,Dress,Clothing,314.38,California,S,White,Spring,1.5,No,Standard,No,No,22,Venmo,Bi-Weekly,8
975,52,Male,Pants,Outerwear,257.71000000000004,Florida,M,Black,Summer,3.1,Yes,Free,Yes,Yes,47,Cash,Monthly,4
976,69,Male,Sneakers,Clothing,136.17,New York,L,Black,Spring,3.3,No,Standard,Yes,No,18,Credit Card,Weekly,6
977,32,Female,Sneakers,Outerwear,362.75,California,XL,Red,Spring,1.7,Yes,Express,No,Yes,41,PayPal,Bi-Weekly,2
978,64,Male,Sneakers,Clothing,63.87,California,M,White,Spring,4.9,Yes,Next Day Air,Yes,Yes,2,Venmo,Quarterly,6
979,39,Male,Boots,Clothing,115.65,Texas,M,Black,Winter,1.7,Yes,Express,No,Yes,26,Venmo,Monthly,2
980,31,Male,Boots,Footwear,441.19,Texas,XL,Black,Winter,1.7,No,Free,No,Yes,2,Cash,Annually,8
981,43,Male,Blouse,Clothing,374.59,New York,XL,White,Summer,4.7,No,Free,Yes,Yes,27,Credit Card,Monthly,4
982,45,Female,Boots,Footwear,26.6,Texas,XL,White,Spring,2.9,No,Standard,No,No,16,Debit Card,Weekly,6
983,40,Female,Sandals,Accessories,139.22,California,L,Blue,Summer,1.3,No,Standard,Yes,Yes,30,Venmo,Monthly,2
984,31,Female,Dress,Accessories,122.92,Texas,XL,Red,Spring,3.4,Yes,Free,Yes,Yes,9,Venmo,Annually,2
985,41,Male,Jacket,Footwear,149.99,Illinois,S,White,Spring,3.4,No,Free,No,Yes,48,Venmo,Quarterly,2
986,19,Female,Jacket,Footwear,138.83,Texas,M,White,Spring,1.3,Yes,Express,No,Yes,21,Venmo,Annually,2
987,62,Female,Blouse,Outerwear,50.01,California,XL,Green,Summer,4.9,No,Express,No,Yes,29,Cash,Monthly,6
988,43,Male,Boots,Outerwear,240.29,New York,XL,White,Summer,3.2,No,Standard,No,Yes,48,Credit Card,Annually,4
989,31,Male,Sandals,Outerwear,371.71,Florida,L,Red,Spring,3.2,No,Express,Yes,Yes,20,Venmo,Monthly,2
990,68,Female,Pants,Accessories,311.23,Texas,L,Black,Fall,3.1,No,Standard,Yes,No,35,Debit Card,Quarterly,4
991,24,Female,Blouse,Outerwear,342.98,California,M,Black,Summer,3.4,No,Standard,Yes,No,22,Debit Card,Quarterly,2
992,20,Female,Sandals,Clothing,58.95,Florida,S,Black,Winter,2.1,Yes,Next Day Air,No,No,37,PayPal,Weekly,2
993,64,Female,Pants,Clothing,476.72,Florida,M,Black,Summer,2.1,No,Standard,Yes,No,11,Venmo,Quarterly,8
994,40,Male,Sandals,Outerwear,422.48,Illinois,XL,Green,Spring,3.0,No,Express,Yes,Yes,24,Venmo,Bi-Weekly,4
995,63,Female,Pants,Clothing,406.44,Florida,S,White,Fall,4.2,No,Free,No,No,19,Venmo,Annually,4
996,60,Female,Shirt,Accessories,415.03,California,S,Black,Spring,1.2,No,Free,No,Yes,48,Venmo,Annually,0
997,64,Male,Sandals,Clothing,467.7,California,S,Blue,Winter,3.4,Yes,Express,No,No,48,Venmo,Monthly,4
998,62,Female,Jacket,Accessories,281.24,Texas,S,Black,Summer,4.2,No,Free,Yes,No,41,Debit Card,Quarterly,4
999,35,Male,Sneakers,Footwear,116.14,Texas,M,White,Summer,1.6,Yes,Standard,No,Yes,6,Credit Card,Weekly,2
1000,55,Male,Boots,Footwear,316.06,Texas,L,Black,Spring,1.1,No,Free,Yes,Yes,28,Credit Card,Weekly,8
